time_index,area,num_people
1,E,17
1,Outside,139
1,J,7
1,G,12
1,GH,9
1,D,11
1,L,7
1,F,11
1,N,2
1,IM1,8
1,B,2
1,C,6
1,H,9
1,K,7
1,IM2,2
1,M,0
1,A,0
2,E,8
2,Outside,131
2,J,5
2,G,12
2,GH,10
2,D,17
2,L,13
2,F,16
2,N,0
2,IM1,13
2,B,5
2,C,4
2,H,13
2,K,6
2,IM2,5
2,M,0
2,A,0
3,E,11
3,Outside,123
3,J,4
3,G,10
3,GH,15
3,D,7
3,L,8
3,F,23
3,N,0
3,IM1,12
3,B,3
3,C,4
3,H,12
3,K,6
3,IM2,4
3,M,0
3,A,0
4,E,10
4,Outside,111
4,J,2
4,G,10
4,GH,17
4,D,10
4,L,9
4,F,17
4,N,1
4,IM1,15
4,B,2
4,C,8
4,H,12
4,K,7
4,IM2,5
4,M,1
4,A,0
5,E,6
5,Outside,139
5,J,3
5,G,10
5,GH,8
5,D,6
5,L,8
5,F,7
5,N,1
5,IM1,9
5,B,3
5,C,5
5,H,13
5,K,3
5,IM2,10
5,M,0
5,A,0
6,E,9
6,Outside,131
6,J,3
6,G,12
6,GH,11
6,D,9
6,L,9
6,F,12
6,N,1
6,IM1,11
6,B,5
6,C,7
6,H,10
6,K,7
6,IM2,6
6,M,0
6,A,0
7,E,7
7,Outside,142
7,J,2
7,G,14
7,GH,5
7,D,8
7,L,6
7,F,13
7,N,1
7,IM1,7
7,B,1
7,C,6
7,H,14
7,K,6
7,IM2,5
7,M,0
7,A,0
8,E,7
8,Outside,130
8,J,3
8,G,13
8,GH,8
8,D,8
8,L,8
8,F,11
8,N,1
8,IM1,10
8,B,2
8,C,9
8,H,15
8,K,3
8,IM2,4
8,M,0
8,A,0
9,E,8
9,Outside,123
9,J,5
9,G,14
9,GH,13
9,D,7
9,L,8
9,F,15
9,N,1
9,IM1,9
9,B,4
9,C,9
9,H,12
9,K,6
9,IM2,4
9,M,0
9,A,0
10,E,12
10,Outside,147
10,J,7
10,G,10
10,GH,12
10,D,8
10,L,11
10,F,14
10,N,1
10,IM1,8
10,B,6
10,C,4
10,H,14
10,K,8
10,IM2,6
10,M,1
10,A,0
11,E,12
11,Outside,134
11,J,4
11,G,11
11,GH,8
11,D,11
11,L,8
11,F,11
11,N,1
11,IM1,5
11,B,3
11,C,6
11,H,16
11,K,6
11,IM2,7
11,M,1
11,A,1
12,E,6
12,Outside,137
12,J,7
12,G,9
12,GH,12
12,D,15
12,L,7
12,F,15
12,N,1
12,IM1,7
12,B,4
12,C,5
12,H,17
12,K,6
12,IM2,4
12,M,0
12,A,0
13,E,13
13,Outside,116
13,J,8
13,G,19
13,GH,8
13,D,13
13,L,8
13,F,19
13,N,1
13,IM1,1
13,B,6
13,C,6
13,H,15
13,K,4
13,IM2,5
13,M,0
13,A,0
14,E,8
14,Outside,110
14,J,7
14,G,10
14,GH,11
14,D,15
14,L,7
14,F,16
14,N,1
14,IM1,2
14,B,8
14,C,4
14,H,15
14,K,6
14,IM2,4
14,M,2
14,A,1
15,E,7
15,Outside,114
15,J,8
15,G,12
15,GH,11
15,D,10
15,L,7
15,F,15
15,N,1
15,IM1,3
15,B,8
15,C,3
15,H,16
15,K,5
15,IM2,7
15,M,1
15,A,0
16,E,2
16,Outside,126
16,J,7
16,G,14
16,GH,8
16,D,6
16,L,5
16,F,10
16,N,0
16,IM1,2
16,B,7
16,C,6
16,H,16
16,K,7
16,IM2,6
16,M,3
16,A,0
17,E,10
17,Outside,122
17,J,5
17,G,16
17,GH,7
17,D,12
17,L,8
17,F,14
17,N,1
17,IM1,4
17,B,6
17,C,5
17,H,16
17,K,6
17,IM2,6
17,M,0
17,A,0
18,E,9
18,Outside,112
18,J,4
18,G,11
18,GH,8
18,D,7
18,L,4
18,F,19
18,N,1
18,IM1,4
18,B,7
18,C,5
18,H,19
18,K,14
18,IM2,4
18,M,1
18,A,1
19,E,11
19,Outside,124
19,J,5
19,G,19
19,GH,5
19,D,11
19,L,6
19,F,12
19,N,1
19,IM1,6
19,B,4
19,C,7
19,H,14
19,K,10
19,IM2,4
19,M,0
19,A,1
20,E,12
20,Outside,120
20,J,9
20,G,17
20,GH,9
20,D,8
20,L,8
20,F,11
20,N,1
20,IM1,3
20,B,5
20,C,7
20,H,11
20,K,8
20,IM2,2
20,M,1
20,A,0
21,E,9
21,Outside,134
21,J,8
21,G,13
21,GH,9
21,D,3
21,L,6
21,F,14
21,N,1
21,IM1,4
21,B,4
21,C,9
21,H,18
21,K,9
21,IM2,1
21,M,2
21,A,1
22,E,8
22,Outside,135
22,J,7
22,G,14
22,GH,8
22,D,8
22,L,4
22,F,16
22,N,0
22,IM1,4
22,B,6
22,C,9
22,H,13
22,K,9
22,IM2,2
22,M,1
22,A,0
23,E,9
23,Outside,127
23,J,6
23,G,12
23,GH,6
23,D,6
23,L,10
23,F,15
23,N,1
23,IM1,9
23,B,4
23,C,7
23,H,12
23,K,6
23,IM2,4
23,M,0
23,A,0
24,E,12
24,Outside,118
24,J,2
24,G,17
24,GH,15
24,D,7
24,L,9
24,F,16
24,N,1
24,IM1,5
24,B,5
24,C,5
24,H,16
24,K,7
24,IM2,3
24,M,1
24,A,0
25,E,11
25,Outside,115
25,J,3
25,G,18
25,GH,6
25,D,7
25,L,10
25,F,13
25,N,1
25,IM1,6
25,B,7
25,C,4
25,H,16
25,K,7
25,IM2,4
25,M,0
25,A,0
26,E,9
26,Outside,103
26,J,6
26,G,17
26,GH,10
26,D,12
26,L,11
26,F,23
26,N,1
26,IM1,4
26,B,4
26,C,6
26,H,14
26,K,7
26,IM2,5
26,M,1
26,A,0
27,E,7
27,Outside,127
27,J,4
27,G,13
27,GH,10
27,D,9
27,L,9
27,F,12
27,N,0
27,IM1,3
27,B,5
27,C,4
27,H,15
27,K,7
27,IM2,2
27,M,0
27,A,0
28,E,14
28,Outside,122
28,J,4
28,G,12
28,GH,5
28,D,8
28,L,14
28,F,18
28,N,0
28,IM1,5
28,B,5
28,C,7
28,H,17
28,K,5
28,IM2,6
28,M,0
28,A,0
29,E,18
29,Outside,127
29,J,2
29,G,18
29,GH,4
29,D,6
29,L,10
29,F,8
29,N,1
29,IM1,4
29,B,9
29,C,7
29,H,18
29,K,7
29,IM2,5
29,M,0
29,A,1
30,E,23
30,Outside,106
30,J,4
30,G,15
30,GH,15
30,D,8
30,L,11
30,F,24
30,N,1
30,IM1,8
30,B,6
30,C,3
30,H,12
30,K,5
30,IM2,4
30,M,1
30,A,0
31,E,9
31,Outside,122
31,J,3
31,G,17
31,GH,16
31,D,12
31,L,11
31,F,17
31,N,1
31,IM1,5
31,B,5
31,C,3
31,H,16
31,K,4
31,IM2,5
31,M,1
31,A,0
32,E,8
32,Outside,132
32,J,2
32,G,15
32,GH,6
32,D,8
32,L,10
32,F,19
32,N,1
32,IM1,9
32,B,3
32,C,7
32,H,14
32,K,6
32,IM2,5
32,M,1
32,A,0
33,E,6
33,Outside,149
33,J,3
33,G,9
33,GH,19
33,D,2
33,L,10
33,F,16
33,N,0
33,IM1,8
33,B,6
33,C,4
