time_index,area,num_people
1,L,7
1,Outside,84
1,F,11
1,IM1,13
1,H,6
1,E,7
1,IM2,6
1,K,9
1,GH,9
1,D,3
1,N,3
1,G,7
1,B,3
1,J,3
1,M,0
1,C,0
1,A,0
2,L,6
2,Outside,70
2,F,12
2,IM1,15
2,H,9
2,E,10
2,IM2,9
2,K,7
2,GH,6
2,D,11
2,N,3
2,G,7
2,B,1
2,J,4
2,M,1
2,C,1
2,A,0
3,L,5
3,Outside,76
3,F,12
3,IM1,15
3,H,7
3,E,7
3,IM2,6
3,K,9
3,GH,4
3,D,8
3,N,3
3,G,11
3,B,1
3,J,4
3,M,2
3,C,1
3,A,0
4,L,4
4,Outside,82
4,F,12
4,IM1,10
4,H,6
4,E,4
4,IM2,3
4,K,9
4,GH,6
4,D,6
4,N,4
4,G,7
4,B,3
4,J,5
4,M,0
4,C,3
4,A,0
5,L,4
5,Outside,75
5,F,13
5,IM1,12
5,H,6
5,E,13
5,IM2,5
5,K,8
5,GH,8
5,D,5
5,N,4
5,G,8
5,B,1
5,J,4
5,M,1
5,C,4
5,A,0
6,L,5
6,Outside,76
6,F,12
6,IM1,12
6,H,8
6,E,7
6,IM2,2
6,K,9
6,GH,10
6,D,2
6,N,3
6,G,5
6,B,0
6,J,4
6,M,2
6,C,4
6,A,0
7,L,6
7,Outside,80
7,F,11
7,IM1,13
7,H,7
7,E,8
7,IM2,3
7,K,7
7,GH,10
7,D,4
7,N,4
7,G,2
7,B,0
7,J,5
7,M,1
7,C,4
7,A,0
8,L,4
8,Outside,79
8,F,12
8,IM1,11
8,H,10
8,E,9
8,IM2,2
8,K,7
8,GH,9
8,D,5
8,N,3
8,G,3
8,B,3
8,J,4
8,M,3
8,C,2
8,A,0
9,L,5
9,Outside,79
9,F,8
9,IM1,13
9,H,9
9,E,5
9,IM2,4
9,K,8
9,GH,7
9,D,8
9,N,4
9,G,5
9,B,1
9,J,4
9,M,1
9,C,3
9,A,0
10,L,5
10,Outside,73
10,F,16
10,IM1,14
10,H,12
10,E,3
10,IM2,1
10,K,7
10,GH,7
10,D,5
10,N,5
10,G,4
10,B,1
10,J,3
10,M,2
10,C,2
10,A,0
11,L,8
11,Outside,74
11,F,10
11,IM1,10
11,H,7
11,E,5
11,IM2,4
11,K,5
11,GH,8
11,D,3
11,N,4
11,G,8
11,B,1
11,J,4
11,M,1
11,C,1
11,A,0
12,L,7
12,Outside,81
12,F,10
12,IM1,14
12,H,8
12,E,7
12,IM2,2
12,K,5
12,GH,10
12,D,2
12,N,4
12,G,3
12,B,2
12,J,6
12,M,1
12,C,2
12,A,0
13,L,7
13,Outside,73
13,F,13
13,IM1,12
13,H,9
13,E,12
13,IM2,3
13,K,8
13,GH,10
13,D,2
13,N,3
13,G,4
13,B,1
13,J,2
13,M,1
13,C,1
13,A,0
14,L,6
14,Outside,72
14,F,7
14,IM1,11
14,H,7
14,E,8
14,IM2,2
14,K,6
14,GH,17
14,D,4
14,N,4
14,G,5
14,B,1
14,J,3
14,M,3
14,C,2
14,A,1
15,L,7
15,Outside,78
15,F,11
15,IM1,12
15,H,9
15,E,9
15,IM2,3
15,K,4
15,GH,5
15,D,5
15,N,3
15,G,6
15,B,3
15,J,3
15,M,1
15,C,1
15,A,0
16,L,5
16,Outside,90
16,F,8
16,IM1,8
16,H,5
16,E,10
16,IM2,5
16,K,10
16,GH,7
16,D,3
16,N,5
16,G,4
16,B,2
16,J,1
16,M,1
16,C,2
16,A,0
17,L,6
17,Outside,63
17,F,11
17,IM1,3
17,H,7
17,E,22
17,IM2,3
17,K,6
17,GH,9
17,D,5
17,N,4
17,G,6
17,B,0
17,J,0
17,M,2
17,C,2
17,A,0
18,L,5
18,Outside,60
18,F,12
18,IM1,6
18,H,7
18,E,18
18,IM2,3
18,K,6
18,GH,7
18,D,4
18,N,5
18,G,10
18,B,3
18,J,5
18,M,2
18,C,3
18,A,0
19,L,5
19,Outside,62
19,F,11
19,IM1,6
19,H,5
19,E,20
19,IM2,5
19,K,8
19,GH,3
19,D,8
19,N,4
19,G,7
19,B,3
19,J,3
19,M,2
19,C,2
19,A,1
20,L,6
20,Outside,84
20,F,11
20,IM1,6
20,H,9
20,E,13
20,IM2,4
20,K,5
20,GH,2
20,D,6
20,N,4
20,G,10
20,B,3
20,J,3
20,M,1
20,C,2
20,A,0
21,L,2
21,Outside,81
21,F,13
21,IM1,7
21,H,7
21,E,6
21,IM2,3
21,K,6
21,GH,3
21,D,10
21,N,4
21,G,10
21,B,4
21,J,4
21,M,1
21,C,1
21,A,0
22,L,5
22,Outside,83
22,F,11
22,IM1,8
22,H,5
22,E,8
22,IM2,6
22,K,8
22,GH,2
22,D,6
22,N,4
22,G,8
22,B,3
22,J,2
22,M,1
22,C,3
22,A,1
23,L,3
23,Outside,85
23,F,10
23,IM1,8
23,H,4
23,E,9
23,IM2,2
23,K,6
23,GH,10
23,D,4
23,N,3
23,G,9
23,B,2
23,J,3
23,M,1
23,C,2
23,A,0
24,L,3
24,Outside,80
24,F,11
24,IM1,6
24,H,8
24,E,6
24,IM2,3
24,K,4
24,GH,10
24,D,5
24,N,3
24,G,6
24,B,0
24,J,4
24,M,1
24,C,5
24,A,0
25,L,3
25,Outside,91
25,F,9
25,IM1,5
25,H,7
25,E,8
25,IM2,5
25,K,6
25,GH,6
25,D,8
25,N,3
25,G,5
25,B,3
25,J,3
25,M,2
25,C,4
25,A,0
26,L,8
26,Outside,77
26,F,11
26,IM1,5
26,H,6
26,E,9
26,IM2,7
26,K,10
26,GH,9
26,D,7
26,N,0
26,G,6
26,B,1
26,J,1
26,M,4
26,C,2
26,A,0
27,L,6
27,Outside,76
27,F,11
27,IM1,5
27,H,7
27,E,6
27,IM2,5
27,K,10
27,GH,10
27,D,5
27,N,0
27,G,9
27,B,0
27,J,3
27,M,5
27,C,2
27,A,0
28,L,6
28,Outside,85
28,F,9
28,IM1,9
28,H,6
28,E,6
28,IM2,6
28,K,10
28,GH,6
28,D,6
28,N,0
28,G,4
28,B,1
28,J,5
28,M,4
28,C,3
28,A,0
29,L,8
29,Outside,81
29,F,7
29,IM1,6
29,H,4
29,E,5
29,IM2,2
29,K,11
29,GH,4
29,D,7
29,N,0
29,G,9
29,B,2
29,J,3
29,M,2
29,C,1
29,A,0
30,L,6
30,Outside,81
30,F,9
30,IM1,5
30,H,5
30,E,7
30,IM2,2
30,K,8
30,GH,4
30,D,6
30,N,0
30,G,6
30,B,1
30,J,3
30,M,5
30,C,2
30,A,0
31,L,6
31,Outside,86
31,F,6
31,IM1,4
31,H,4
31,E,7
31,IM2,5
31,K,9
31,GH,7
31,D,8
31,N,0
31,G,3
31,B,1
31,J,4
31,M,3
31,C,1
31,A,0
32,L,9
32,Outside,82
32,F,6
32,IM1,1
32,H,6
32,E,1
32,IM2,5
32,K,5
32,GH,6
32,D,7
32,N,0
32,G,7
32,B,2
32,J,2
32,M,4
32,C,4
32,A,0
33,L,6
33,Outside,87
33,F,8
33,IM1,7
33,H,4
33,E,3
33,IM2,7
33,K,7
33,GH,4
33,D,9
33,N,2
33,G,4
33,B,0
33,J,2
33,M,2
33,C,1
33,A,0
34,L,11
34,Outside,80
34,F,11
34,IM1,5
34,H,5
34,E,2
34,IM2,5
34,K,7
34,GH,9
34,D,7
34,N,3
34,G,6
34,B,2
34,J,0
34,M,1
34,C,1
34,A,0
35,L,9
35,Outside,85
35,F,11
35,IM1,4
35,H,6
35,E,3
35,IM2,8
35,K,6
35,GH,6
35,D,6
35,N,4
35,G,6
35,B,0
35,J,0
35,M,1
35,C,4
35,A,0
36,L,7
36,Outside,85
36,F,9
36,IM1,3
36,H,5
36,E,4
36,IM2,6
36,K,3
36,GH,2
36,D,7
36,N,4
36,G,5
36,B,1
36,J,0
36,M,1
36,C,2
36,A,0
37,L,5
37,Outside,79
37,F,10
37,IM1,5
37,H,8
37,E,6
37,IM2,12
37,K,6
37,GH,4
37,D,7
37,N,4
37,G,6
37,B,1
37,J,1
37,M,1
37,C,2
37,A,0
38,L,5
38,Outside,75
38,F,16
38,IM1,7
38,H,5
38,E,5
38,IM2,9
38,K,4
38,GH,4
38,D,7
38,N,3
38,G,3
38,B,1
38,J,1
38,M,2
38,C,3
38,A,0
39,L,7
39,Outside,87
39,F,14
39,IM1,6
39,H,8
39,E,4
39,IM2,6
39,K,6
39,GH,8
39,D,3
39,N,5
39,G,2
39,B,0
39,J,1
39,M,1
39,C,3
39,A,0
40,L,5
40,Outside,83
40,F,13
40,IM1,4
40,H,4
40,E,4
40,IM2,8
40,K,7
40,GH,12
40,D,6
40,N,4
40,G,4
40,B,1
40,J,0
40,M,2
40,C,7
40,A,0
41,L,6
41,Outside,77
41,F,10
41,IM1,4
41,H,5
41,E,5
41,IM2,5
41,K,6
41,GH,12
41,D,7
41,N,4
41,G,5
41,B,1
41,J,1
41,M,0
41,C,4
41,A,1
42,L,7
42,Outside,76
42,F,13
42,IM1,3
42,H,7
42,E,7
42,IM2,6
42,K,5
42,GH,10
42,D,4
42,N,4
42,G,3
42,B,1
42,J,0
42,M,0
42,C,5
42,A,0
43,L,6
43,Outside,73
43,F,13
43,IM1,5
43,H,8
43,E,7
43,IM2,3
43,K,7
43,GH,7
43,D,6
43,N,4
43,G,4
43,B,0
43,J,1
43,M,0
43,C,5
43,A,0
44,L,4
44,Outside,80
44,F,14
44,IM1,5
44,H,3
44,E,5
44,IM2,2
44,K,8
44,GH,4
44,D,4
44,N,4
44,G,6
44,B,1
44,J,3
44,M,0
44,C,4
44,A,0
45,L,6
45,Outside,89
45,F,8
45,IM1,4
45,H,5
45,E,9
45,IM2,6
45,K,8
45,GH,5
45,D,5
45,N,5
45,G,2
45,B,4
45,J,4
45,M,2
45,C,5
45,A,0
46,L,9
46,Outside,84
46,F,12
46,IM1,4
46,H,9
46,E,9
46,IM2,5
46,K,6
46,GH,2
46,D,6
46,N,4
46,G,5
46,B,1
46,J,2
46,M,1
46,C,5
46,A,0
47,L,6
47,Outside,78
47,F,11
47,IM1,3
47,H,8
47,E,8
47,IM2,5
47,K,4
47,GH,7
47,D,8
47,N,4
47,G,2
47,B,2
47,J,5
47,M,1
47,C,4
47,A,0
48,L,4
48,Outside,78
48,F,14
48,IM1,4
48,H,8
48,E,7
48,IM2,3
48,K,7
48,GH,7
48,D,8
48,N,3
48,G,2
48,B,3
48,J,3
48,M,2
48,C,3
48,A,0
49,L,6
49,Outside,75
49,F,7
49,IM1,9
49,H,4
49,E,8
49,IM2,4
49,K,9
49,GH,12
49,D,10
49,N,4
49,G,0
49,B,3
49,J,3
49,M,2
49,C,4
49,A,0
50,L,6
50,Outside,80
50,F,15
50,IM1,5
50,H,7
50,E,6
50,IM2,5
50,K,8
50,GH,7
50,D,3
50,N,3
50,G,3
50,B,0
50,J,1
50,M,2
50,C,7
50,A,0
51,L,5
51,Outside,85
51,F,9
51,IM1,8
51,H,8
51,E,4
51,IM2,8
51,K,3
51,GH,4
51,D,6
51,N,4
51,G,3
51,B,1
51,J,2
51,M,3
51,C,4
51,A,0
52,L,5
52,Outside,74
52,F,16
52,IM1,7
52,H,5
52,E,1
52,IM2,4
52,K,5
52,GH,9
52,D,6
52,N,4
52,G,1
52,B,2
52,J,4
52,M,3
52,C,3
52,A,0
53,L,6
53,Outside,91
53,F,16
53,IM1,7
53,H,6
53,E,3
53,IM2,8
53,K,5
53,GH,4
53,D,2
53,N,4
53,G,1
53,B,1
53,J,3
53,M,2
53,C,3
53,A,0
54,L,7
54,Outside,81
54,F,14
54,IM1,6
54,H,4
54,E,3
54,IM2,7
54,K,4
54,GH,9
54,D,6
54,N,4
54,G,4
54,B,2
54,J,3
54,M,2
54,C,2
54,A,0
55,L,4
55,Outside,77
55,F,10
55,IM1,5
55,H,6
55,E,7
55,IM2,4
55,K,4
55,GH,7
55,D,7
55,N,6
55,G,5
55,B,3
55,J,3
55,M,3
55,C,2
55,A,0
56,L,7
56,Outside,86
56,F,9
56,IM1,5
56,H,4
56,E,6
56,IM2,6
56,K,7
56,GH,3
56,D,5
56,N,4
56,G,4
56,B,1
56,J,3
56,M,1
56,C,2
56,A,0
57,L,10
57,Outside,79
57,F,12
57,IM1,6
57,H,8
57,E,6
57,IM2,2
57,K,7
