time_index,area,num_people
1,Outside,116
1,D,8
1,H,8
1,G,11
1,J,7
1,B,3
1,N,5
1,K,11
1,IM2,5
1,IM1,15
1,E,18
1,F,10
1,C,3
1,GH,10
1,L,2
1,M,0
1,A,0
2,Outside,122
2,D,11
2,H,6
2,G,6
2,J,5
2,B,1
2,N,4
2,K,10
2,IM2,1
2,IM1,19
2,E,13
2,F,8
2,C,4
2,GH,15
2,L,1
2,M,1
2,A,0
3,Outside,141
3,D,8
3,H,5
3,G,10
3,J,4
3,B,0
3,N,4
3,K,8
3,IM2,0
3,IM1,16
3,E,18
3,F,6
3,C,6
3,GH,7
3,L,1
3,M,1
3,A,0
4,Outside,110
4,D,16
4,H,4
4,G,12
4,J,10
4,B,1
4,N,4
4,K,13
4,IM2,4
4,IM1,25
4,E,16
4,F,2
4,C,5
4,GH,10
4,L,1
4,M,2
4,A,0
5,Outside,108
5,D,14
5,H,6
5,G,14
5,J,9
5,B,2
5,N,4
5,K,10
5,IM2,5
5,IM1,22
5,E,21
5,F,9
5,C,5
5,GH,4
5,L,2
5,M,3
5,A,0
6,Outside,124
6,D,13
6,H,10
6,G,14
6,J,5
6,B,4
6,N,5
6,K,12
6,IM2,3
6,IM1,17
6,E,15
6,F,3
6,C,4
6,GH,5
6,L,3
6,M,3
6,A,0
7,Outside,116
7,D,14
7,H,3
7,G,15
7,J,11
7,B,2
7,N,3
7,K,9
7,IM2,3
7,IM1,18
7,E,20
7,F,9
7,C,4
7,GH,14
7,L,1
7,M,3
7,A,0
8,Outside,109
8,D,20
8,H,5
8,G,9
8,J,3
8,B,4
8,N,4
8,K,14
8,IM2,0
8,IM1,17
8,E,13
8,F,9
8,C,6
8,GH,12
8,L,2
8,M,2
8,A,0
9,Outside,101
9,D,15
9,H,5
9,G,9
9,J,6
9,B,3
9,N,4
9,K,9
9,IM2,5
9,IM1,16
9,E,25
9,F,12
9,C,5
9,GH,10
9,L,2
9,M,3
9,A,0
10,Outside,93
10,D,17
10,H,11
10,G,9
10,J,8
10,B,4
10,N,4
10,K,12
10,IM2,6
10,IM1,14
10,E,21
10,F,11
10,C,6
10,GH,6
10,L,0
10,M,3
10,A,0
11,Outside,119
11,D,12
11,H,7
11,G,8
11,J,5
11,B,3
11,N,4
11,K,10
11,IM2,0
11,IM1,12
11,E,18
11,F,16
11,C,4
11,GH,6
11,L,0
11,M,3
11,A,0
12,Outside,111
12,D,7
12,H,7
12,G,3
12,J,5
12,B,2
12,N,1
12,K,7
12,IM2,7
12,IM1,17
12,E,21
12,F,11
12,C,3
12,GH,17
12,L,1
12,M,4
12,A,0
13,Outside,107
13,D,9
13,H,7
13,G,11
13,J,6
13,B,2
13,N,3
13,K,9
13,IM2,4
13,IM1,17
13,E,24
13,F,10
13,C,6
13,GH,12
13,L,0
13,M,3
13,A,0
14,Outside,114
14,D,8
14,H,9
14,G,7
14,J,4
14,B,2
14,N,1
14,K,9
14,IM2,6
14,IM1,17
14,E,19
14,F,16
14,C,6
14,GH,16
14,L,2
14,M,4
14,A,0
15,Outside,109
15,D,8
15,H,7
15,G,7
15,J,9
15,B,2
15,N,2
15,K,9
15,IM2,4
15,IM1,9
15,E,19
15,F,11
15,C,5
15,GH,14
15,L,0
15,M,4
15,A,0
16,Outside,131
16,D,5
16,H,6
16,G,9
16,J,4
16,B,4
16,N,2
16,K,8
16,IM2,4
16,IM1,19
16,E,12
16,F,6
16,C,5
16,GH,13
16,L,1
16,M,4
16,A,0
17,Outside,125
17,D,9
17,H,3
17,G,10
17,J,5
17,B,1
17,N,2
17,K,7
17,IM2,4
17,IM1,15
17,E,11
17,F,8
17,C,2
17,GH,15
17,L,1
17,M,3
17,A,0
18,Outside,130
18,D,12
18,H,4
18,G,8
18,J,7
18,B,3
18,N,3
18,K,8
18,IM2,4
18,IM1,12
18,E,16
18,F,7
18,C,4
18,GH,13
18,L,3
18,M,3
18,A,0
19,Outside,127
19,D,10
19,H,8
19,G,12
19,J,7
19,B,3
19,N,3
19,K,11
