time_index,area,num_people
1,Outside,66
1,IM1,11
1,M,2
1,F,10
1,E,9
1,IM2,6
1,G,7
1,D,5
1,N,5
1,H,4
1,GH,9
1,K,2
1,J,2
1,C,1
1,B,0
1,L,0
1,A,0
2,Outside,62
2,IM1,12
2,M,1
2,F,6
2,E,8
2,IM2,2
2,G,7
2,D,5
2,N,4
2,H,6
2,GH,15
2,K,4
2,J,2
2,C,2
2,B,3
2,L,0
2,A,0
3,Outside,63
3,IM1,11
3,M,1
3,F,9
3,E,9
3,IM2,4
3,G,10
3,D,5
3,N,4
3,H,4
3,GH,10
3,K,4
3,J,0
3,C,1
3,B,0
3,L,1
3,A,0
4,Outside,66
4,IM1,11
4,M,0
4,F,4
4,E,9
4,IM2,5
4,G,9
4,D,8
4,N,4
4,H,5
4,GH,12
4,K,3
4,J,0
4,C,2
4,B,2
4,L,0
4,A,0
5,Outside,58
5,IM1,12
5,M,0
5,F,5
5,E,10
5,IM2,3
5,G,8
5,D,7
5,N,4
5,H,2
5,GH,13
5,K,2
5,J,1
5,C,2
5,B,2
5,L,1
5,A,0
6,Outside,59
6,IM1,6
6,M,0
6,F,8
6,E,9
6,IM2,1
6,G,7
6,D,4
6,N,4
6,H,4
6,GH,15
6,K,3
6,J,0
6,C,2
6,B,2
6,L,1
6,A,0
7,Outside,59
7,IM1,9
7,M,0
7,F,10
7,E,9
7,IM2,4
7,G,8
7,D,4
7,N,4
7,H,9
7,GH,5
7,K,1
7,J,1
7,C,1
7,B,0
7,L,1
7,A,0
8,Outside,62
8,IM1,12
8,M,0
8,F,9
8,E,11
8,IM2,4
8,G,8
8,D,8
8,N,5
8,H,3
8,GH,13
8,K,3
8,J,2
8,C,1
8,B,0
8,L,0
8,A,0
9,Outside,54
9,IM1,12
9,M,0
9,F,9
9,E,11
9,IM2,2
9,G,11
9,D,10
9,N,4
9,H,4
9,GH,9
9,K,3
9,J,1
9,C,1
9,B,0
9,L,0
9,A,0
10,Outside,68
10,IM1,14
10,M,0
10,F,2
10,E,11
10,IM2,4
10,G,8
10,D,7
10,N,4
10,H,4
10,GH,14
10,K,1
10,J,0
10,C,1
10,B,1
10,L,0
10,A,0
11,Outside,61
11,IM1,14
11,M,0
11,F,7
11,E,11
11,IM2,5
11,G,11
11,D,5
11,N,4
11,H,10
11,GH,4
11,K,2
11,J,0
11,C,1
11,B,2
11,L,0
11,A,0
12,Outside,61
12,IM1,12
12,M,0
12,F,6
12,E,13
12,IM2,3
12,G,10
12,D,2
12,N,4
12,H,10
12,GH,7
12,K,1
12,J,0
12,C,2
12,B,1
12,L,0
12,A,0
13,Outside,72
13,IM1,15
13,M,1
13,F,8
13,E,8
13,IM2,6
13,G,7
13,D,6
13,N,5
13,H,8
13,GH,10
13,K,1
13,J,0
13,C,2
13,B,0
13,L,0
13,A,0
14,Outside,61
14,IM1,16
14,M,0
14,F,4
14,E,8
14,IM2,4
14,G,9
14,D,5
14,N,5
14,H,8
14,GH,11
14,K,3
14,J,0
14,C,2
14,B,1
14,L,0
14,A,0
15,Outside,65
15,IM1,10
15,M,0
15,F,9
15,E,11
15,IM2,3
15,G,8
15,D,3
15,N,4
15,H,7
15,GH,13
15,K,3
15,J,0
15,C,1
15,B,0
15,L,0
15,A,0
16,Outside,67
16,IM1,16
16,M,0
16,F,5
16,E,7
16,IM2,3
16,G,7
16,D,6
16,N,4
16,H,8
16,GH,10
16,K,1
16,J,1
16,C,1
16,B,1
16,L,1
16,A,0
17,Outside,69
17,IM1,5
17,M,0
17,F,5
17,E,15
17,IM2,5
17,G,8
17,D,6
17,N,5
17,H,9
17,GH,11
17,K,2
17,J,0
17,C,2
17,B,2
17,L,3
17,A,0
18,Outside,57
18,IM1,8
18,M,0
18,F,12
18,E,15
18,IM2,3
18,G,5
18,D,3
18,N,5
18,H,5
18,GH,13
18,K,3
18,J,0
18,C,3
18,B,3
18,L,0
18,A,0
19,Outside,69
19,IM1,1
19,M,1
19,F,8
19,E,10
19,IM2,4
19,G,8
19,D,8
19,N,5
19,H,4
19,GH,6
19,K,0
19,J,1
19,C,2
19,B,1
19,L,0
19,A,0
20,Outside,65
20,IM1,7
20,M,0
20,F,11
20,E,9
20,IM2,4
20,G,8
20,D,3
20,N,5
20,H,12
20,GH,4
20,K,2
20,J,0
20,C,3
20,B,2
20,L,1
20,A,0
21,Outside,65
21,IM1,9
21,M,1
21,F,9
21,E,13
21,IM2,2
21,G,7
21,D,7
21,N,5
21,H,5
21,GH,9
21,K,3
21,J,0
21,C,1
21,B,1
21,L,0
21,A,0
22,Outside,58
22,IM1,7
22,M,0
22,F,12
22,E,13
22,IM2,3
22,G,9
22,D,3
22,N,5
22,H,7
22,GH,7
22,K,2
22,J,2
22,C,2
22,B,0
22,L,1
22,A,0
23,Outside,63
23,IM1,12
23,M,0
23,F,6
23,E,8
23,IM2,6
23,G,9
23,D,3
23,N,5
23,H,5
23,GH,12
23,K,3
23,J,1
23,C,1
23,B,3
23,L,1
23,A,0
24,Outside,67
24,IM1,8
24,M,1
24,F,8
24,E,8
24,IM2,4
24,G,8
24,D,4
24,N,4
24,H,5
24,GH,13
24,K,3
24,J,0
24,C,1
24,B,3
24,L,1
24,A,0
25,Outside,63
25,IM1,8
25,M,1
25,F,15
25,E,8
25,IM2,5
25,G,8
25,D,6
25,N,5
25,H,7
25,GH,11
25,K,3
25,J,1
25,C,1
25,B,2
25,L,1
25,A,0
26,Outside,63
26,IM1,8
26,M,0
26,F,12
26,E,9
26,IM2,5
26,G,9
26,D,6
26,N,5
26,H,3
26,GH,12
26,K,3
26,J,0
26,C,1
26,B,4
26,L,0
26,A,0
27,Outside,67
27,IM1,9
27,M,1
27,F,10
27,E,8
27,IM2,5
27,G,9
27,D,9
27,N,5
27,H,5
27,GH,12
27,K,1
27,J,0
27,C,4
27,B,3
27,L,0
27,A,0
28,Outside,67
28,IM1,8
28,M,1
28,F,9
28,E,9
28,IM2,2
28,G,7
28,D,7
28,N,5
28,H,3
28,GH,12
28,K,2
28,J,0
28,C,1
28,B,3
28,L,0
28,A,0
29,Outside,63
29,IM1,8
29,M,1
29,F,10
29,E,11
29,IM2,2
29,G,9
29,D,8
29,N,5
29,H,6
29,GH,12
29,K,2
29,J,0
29,C,1
29,B,2
29,L,0
29,A,0
30,Outside,64
30,IM1,7
30,M,1
30,F,6
30,E,12
30,IM2,3
30,G,6
30,D,7
30,N,4
30,H,5
30,GH,11
30,K,2
30,J,0
30,C,2
30,B,4
30,L,0
30,A,0
31,Outside,65
31,IM1,8
31,M,0
31,F,5
31,E,11
31,IM2,4
31,G,6
31,D,7
31,N,4
31,H,5
31,GH,14
31,K,3
31,J,0
31,C,3
31,B,3
31,L,0
31,A,0
32,Outside,55
32,IM1,10
32,M,0
32,F,6
32,E,10
32,IM2,6
32,G,10
32,D,7
32,N,4
32,H,7
32,GH,11
32,K,2
32,J,1
32,C,1
32,B,3
32,L,1
32,A,0
33,Outside,70
33,IM1,11
33,M,0
33,F,7
33,E,10
33,IM2,4
33,G,8
33,D,6
33,N,4
33,H,4
33,GH,3
33,K,2
33,J,0
33,C,1
33,B,2
33,L,0
33,A,0
34,Outside,56
34,IM1,11
34,M,0
34,F,8
34,E,9
34,IM2,4
34,G,6
34,D,4
34,N,5
34,H,6
34,GH,9
34,K,3
34,J,0
34,C,1
34,B,2
34,L,1
34,A,0
35,Outside,59
35,IM1,9
35,M,0
35,F,5
35,E,10
35,IM2,3
35,G,5
35,D,4
35,N,5
35,H,8
35,GH,6
35,K,3
35,J,1
35,C,1
35,B,3
35,L,0
35,A,0
36,Outside,46
36,IM1,9
36,M,0
36,F,10
36,E,16
36,IM2,4
36,G,5
36,D,5
36,N,4
36,H,7
36,GH,5
36,K,3
36,J,1
36,C,1
36,B,2
36,L,1
36,A,0
37,Outside,60
37,IM1,12
37,M,0
37,F,6
37,E,10
37,IM2,4
37,G,11
37,D,5
37,N,4
37,H,3
37,GH,12
37,K,3
37,J,0
37,C,1
37,B,0
37,L,0
37,A,0
38,Outside,52
38,IM1,14
38,M,0
38,F,7
38,E,12
38,IM2,3
38,G,8
38,D,3
38,N,4
38,H,0
38,GH,10
38,K,6
38,J,1
38,C,4
38,B,2
38,L,1
38,A,0
39,Outside,54
39,IM1,7
39,M,0
39,F,9
39,E,10
39,IM2,6
39,G,10
39,D,3
39,N,4
39,H,3
39,GH,8
39,K,2
39,J,0
39,C,4
39,B,1
39,L,0
39,A,1
40,Outside,55
40,IM1,11
40,M,0
40,F,3
40,E,13
40,IM2,4
40,G,8
40,D,5
40,N,4
40,H,3
40,GH,11
40,K,2
40,J,0
40,C,1
40,B,1
40,L,0
40,A,1
41,Outside,56
41,IM1,12
41,M,0
41,F,3
41,E,9
41,IM2,3
41,G,4
41,D,10
41,N,4
41,H,3
41,GH,10
41,K,1
41,J,0
41,C,2
41,B,0
41,L,1
41,A,0
42,Outside,55
42,IM1,11
42,M,0
42,F,4
42,E,16
42,IM2,3
42,G,10
42,D,7
42,N,4
42,H,2
42,GH,7
42,K,3
42,J,0
42,C,3
42,B,1
42,L,0
42,A,0
43,Outside,56
43,IM1,7
43,M,0
43,F,8
43,E,8
43,IM2,6
43,G,7
43,D,8
43,N,4
43,H,2
43,GH,8
43,K,3
43,J,3
43,C,2
43,B,0
43,L,0
43,A,0
44,Outside,67
44,IM1,8
44,M,0
44,F,2
44,E,8
44,IM2,3
44,G,9
44,D,3
44,N,4
44,H,5
44,GH,7
44,K,2
44,J,0
44,C,3
44,B,2
44,L,0
44,A,0
45,Outside,57
45,IM1,8
45,M,0
45,F,6
45,E,9
45,IM2,2
45,G,4
45,D,5
45,N,4
45,H,5
45,GH,12
45,K,2
45,J,1
45,C,3
45,B,2
45,L,0
45,A,0
46,Outside,58
46,IM1,6
46,M,0
46,F,6
46,E,12
46,IM2,2
46,G,9
46,D,9
46,N,4
46,H,5
46,GH,6
46,K,0
46,J,0
46,C,6
46,B,1
46,L,1
46,A,0
47,Outside,69
47,IM1,12
47,M,0
47,F,6
47,E,5
47,IM2,2
47,G,7
47,D,4
47,N,5
47,H,6
47,GH,5
47,K,0
47,J,0
47,C,5
47,B,1
47,L,0
47,A,0
48,Outside,70
48,IM1,9
48,M,0
48,F,8
48,E,7
48,IM2,0
48,G,3
48,D,5
48,N,4
48,H,2
48,GH,10
48,K,1
48,J,1
48,C,5
48,B,2
48,L,0
48,A,0
49,Outside,59
49,IM1,11
49,M,0
49,F,7
49,E,11
49,IM2,2
49,G,9
49,D,10
49,N,6
49,H,5
49,GH,7
49,K,2
49,J,0
49,C,5
49,B,0
49,L,0
49,A,0
50,Outside,64
50,IM1,11
50,M,0
50,F,4
50,E,8
50,IM2,2
50,G,10
50,D,7
50,N,5
50,H,3
50,GH,8
50,K,1
50,J,1
50,C,3
50,B,3
50,L,1
50,A,0
51,Outside,57
51,IM1,11
51,M,0
51,F,6
51,E,12
51,IM2,2
51,G,10
51,D,4
51,N,4
51,H,6
51,GH,10
51,K,3
51,J,1
51,C,2
51,B,2
51,L,0
51,A,0
52,Outside,58
52,IM1,7
52,M,0
52,F,6
52,E,11
52,IM2,3
52,G,7
52,D,9
52,N,5
52,H,3
52,GH,10
52,K,2
52,J,0
52,C,1
52,B,2
52,L,0
52,A,0
53,Outside,51
53,IM1,8
53,M,0
53,F,6
53,E,9
53,IM2,3
53,G,9
53,D,4
53,N,4
53,H,5
53,GH,8
53,K,2
53,J,1
53,C,5
53,B,3
53,L,0
53,A,0
54,Outside,52
54,IM1,7
54,M,0
54,F,9
54,E,8
54,IM2,1
54,G,12
54,D,8
54,N,4
54,H,6
54,GH,9
54,K,1
54,J,1
54,C,3
54,B,1
54,L,1
54,A,0
55,Outside,61
55,IM1,8
55,M,0
55,F,5
55,E,8
55,IM2,5
55,G,9
55,D,3
55,N,4
55,H,3
55,GH,9
55,K,0
55,J,0
55,C,5
55,B,3
55,L,1
55,A,0
56,Outside,57
56,IM1,9
56,M,0
56,F,6
56,E,12
56,IM2,2
56,G,4
56,D,5
56,N,4
56,H,6
56,GH,8
56,K,3
56,J,0
56,C,4
56,B,1
56,L,0
56,A,0
57,Outside,55
57,IM1,10
57,M,0
57,F,4
57,E,10
57,IM2,4
57,G,6
57,D,5
57,N,4
57,H,6
57,GH,16
57,K,3
57,J,0
57,C,4
57,B,3
57,L,0
57,A,0
58,Outside,59
58,IM1,4
58,M,0
58,F,5
58,E,13
58,IM2,3
58,G,6
58,D,3
58,N,5
58,H,5
58,GH,13
58,K,2
58,J,0
58,C,4
58,B,1
58,L,0
58,A,0
59,Outside,56
59,IM1,7
59,M,0
59,F,11
59,E,9
59,IM2,5
59,G,10
59,D,5
59,N,4
59,H,0
59,GH,10
59,K,2
59,J,0
59,C,4
59,B,2
59,L,1
59,A,0
60,Outside,45
60,IM1,8
60,M,0
60,F,5
60,E,8
60,IM2,3
60,G,9
60,D,6
60,N,5
60,H,7
60,GH,21
60,K,2
60,J,0
60,C,4
60,B,1
60,L,0
60,A,0
61,Outside,60
61,IM1,9
61,M,0
61,F,8
61,E,12
61,IM2,3
61,G,7
61,D,3
61,N,4
61,H,4
61,GH,14
61,K,2
61,J,1
61,C,4
61,B,2
61,L,0
61,A,0
62,Outside,51
62,IM1,6
62,M,0
62,F,12
62,E,13
62,IM2,2
62,G,7
62,D,6
62,N,4
62,H,5
62,GH,15
62,K,3
62,J,1
62,C,3
62,B,3
62,L,0
62,A,0
63,Outside,59
63,IM1,3
63,M,1
63,F,7
63,E,6
63,IM2,1
63,G,10
63,D,3
63,N,4
63,H,5
63,GH,17
63,K,1
63,J,0
63,C,4
63,B,1
63,L,0
63,A,0
64,Outside,59
64,IM1,7
64,M,0
64,F,8
64,E,8
64,IM2,2
64,G,9
64,D,4
64,N,5
64,H,3
64,GH,12
64,K,2
64,J,0
64,C,3
64,B,3
64,L,1
64,A,0
65,Outside,56
65,IM1,7
65,M,0
65,F,11
65,E,5
65,IM2,5
65,G,11
65,D,10
65,N,4
65,H,3
65,GH,10
65,K,2
65,J,0
65,C,4
65,B,1
65,L,0
65,A,0
66,Outside,50
66,IM1,8
66,M,0
66,F,6
66,E,7
66,IM2,3
66,G,13
66,D,7
66,N,4
66,H,3
66,GH,10
66,K,2
66,J,3
66,C,5
66,B,0
66,L,0
66,A,0
67,Outside,56
67,IM1,7
67,M,0
67,F,10
67,E,9
67,IM2,0
67,G,8
67,D,4
67,N,4
67,H,3
67,GH,12
67,K,2
67,J,0
67,C,3
67,B,2
67,L,0
67,A,0
68,Outside,59
68,IM1,9
68,M,0
68,F,11
68,E,9
68,IM2,0
68,G,11
68,D,8
68,N,4
68,H,4
68,GH,9
68,K,1
68,J,1
68,C,5
68,B,2
68,L,0
68,A,0
69,Outside,61
69,IM1,5
69,M,0
69,F,9
69,E,11
69,IM2,1
69,G,7
69,D,7
69,N,4
69,H,3
69,GH,11
69,K,2
69,J,2
69,C,2
69,B,1
69,L,0
69,A,0
70,Outside,57
70,IM1,6
70,M,0
70,F,3
70,E,10
70,IM2,2
70,G,10
70,D,7
70,N,4
70,H,4
70,GH,13
70,K,1
70,J,2
70,C,2
70,B,2
70,L,0
70,A,0
71,Outside,51
71,IM1,6
71,M,0
71,F,9
71,E,11
71,IM2,0
71,G,12
71,D,4
71,N,4
71,H,5
71,GH,8
71,K,1
71,J,2
71,C,4
71,B,3
71,L,0
71,A,0
72,Outside,60
72,IM1,6
72,M,0
72,F,9
72,E,7
72,IM2,0
72,G,10
72,D,3
72,N,4
72,H,5
72,GH,9
72,K,2
72,J,0
72,C,4
72,B,1
72,L,0
72,A,0
73,Outside,58
73,IM1,6
73,M,0
73,F,7
73,E,14
73,IM2,2
73,G,12
73,D,7
73,N,5
73,H,5
73,GH,11
73,K,3
73,J,0
73,C,1
73,B,2
73,L,0
73,A,0
74,Outside,56
74,IM1,4
74,M,0
74,F,9
74,E,11
74,IM2,0
74,G,8
74,D,3
74,N,2
74,H,4
74,GH,12
74,K,2
74,J,0
74,C,3
74,B,2
74,L,0
74,A,0
75,Outside,54
75,IM1,4
75,M,0
75,F,8
75,E,11
75,IM2,0
75,G,11
75,D,4
75,N,1
75,H,5
75,GH,7
75,K,2
75,J,2
75,C,2
75,B,1
75,L,0
75,A,0
76,Outside,75
76,IM1,5
76,M,0
76,F,7
76,E,8
76,IM2,2
76,G,8
76,D,3
76,N,0
76,H,5
76,GH,8
76,K,1
76,J,1
76,C,2
76,B,1
76,L,0
76,A,0
77,Outside,64
77,IM1,6
77,M,0
77,F,9
77,E,10
77,IM2,4
77,G,9
77,D,5
77,N,2
77,H,3
77,GH,8
77,K,2
77,J,1
77,C,2
77,B,1
77,L,0
77,A,0
78,Outside,64
78,IM1,8
78,M,0
78,F,4
78,E,14
78,IM2,4
78,G,12
78,D,5
78,N,2
78,H,4
78,GH,10
78,K,1
78,J,0
78,C,4
78,B,1
78,L,0
78,A,0
79,Outside,48
79,IM1,7
79,M,1
79,F,6
79,E,18
79,IM2,6
79,G,14
79,D,9
79,N,2
79,H,3
79,GH,9
79,K,1
79,J,0
79,C,2
79,B,3
79,L,0
79,A,0
80,Outside,49
80,IM1,7
80,M,0
80,F,12
80,E,13
80,IM2,11
80,G,8
80,D,9
80,N,2
80,H,5
80,GH,7
80,K,0
80,J,3
80,C,5
80,B,3
80,L,0
80,A,0
81,Outside,54
81,IM1,7
81,M,0
81,F,12
81,E,9
81,IM2,9
81,G,8
81,D,6
81,N,2
81,H,3
81,GH,13
81,K,2
81,J,2
81,C,6
81,B,2
81,L,0
81,A,0
82,Outside,54
82,IM1,10
82,M,1
82,F,9
82,E,11
82,IM2,7
82,G,10
82,D,9
82,N,2
82,H,5
82,GH,8
82,K,2
82,J,3
82,C,3
82,B,4
82,L,0
82,A,0
83,Outside,68
83,IM1,10
83,M,1
83,F,6
83,E,11
83,IM2,8
83,G,5
83,D,5
83,N,5
83,H,4
83,GH,9
83,K,2
83,J,2
83,C,4
83,B,1
83,L,0
83,A,0
84,Outside,65
84,IM1,10
84,M,0
84,F,9
84,E,7
84,IM2,6
84,G,8
84,D,4
84,N,6
84,H,4
84,GH,7
84,K,2
84,J,1
84,C,5
84,B,2
84,L,0
84,A,0
85,Outside,59
85,IM1,10
85,M,1
85,F,9
85,E,11
85,IM2,6
85,G,11
85,D,2
85,N,4
85,H,3
85,GH,7
85,K,2
85,J,2
85,C,4
85,B,1
85,L,0
85,A,1
86,Outside,58
86,IM1,9
86,M,1
86,F,5
86,E,14
86,IM2,10
86,G,6
86,D,5
86,N,4
86,H,5
86,GH,11
86,K,5
86,J,0
86,C,5
86,B,1
86,L,0
86,A,0
87,Outside,63
87,IM1,9
