time_index,area,num_people
1,L,4
1,Outside,134
1,G,9
1,E,23
1,F,13
1,IM2,2
1,N,7
1,H,10
1,C,5
1,D,14
1,GH,2
1,IM1,12
1,B,8
1,J,3
1,K,5
1,M,0
1,A,0
2,L,4
2,Outside,103
2,G,8
2,E,22
2,F,9
2,IM2,3
2,N,8
2,H,10
2,C,4
2,D,25
2,GH,2
2,IM1,12
2,B,8
2,J,6
2,K,4
2,M,2
2,A,0
3,L,4
3,Outside,122
3,G,5
3,E,26
3,F,9
3,IM2,3
3,N,5
3,H,12
3,C,7
3,D,14
3,GH,1
3,IM1,11
3,B,5
3,J,2
3,K,4
3,M,2
3,A,0
4,L,4
4,Outside,122
4,G,9
4,E,20
4,F,13
4,IM2,5
4,N,5
4,H,11
4,C,7
4,D,15
4,GH,4
4,IM1,17
4,B,6
4,J,2
4,K,5
4,M,0
4,A,0
5,L,4
5,Outside,118
5,G,12
5,E,20
5,F,13
5,IM2,4
5,N,9
5,H,10
5,C,6
5,D,19
5,GH,6
5,IM1,14
5,B,6
5,J,4
5,K,4
5,M,1
5,A,0
6,L,2
6,Outside,103
6,G,8
6,E,35
6,F,12
6,IM2,4
6,N,8
6,H,8
6,C,8
6,D,19
6,GH,5
6,IM1,16
6,B,2
6,J,4
6,K,7
6,M,1
6,A,0
7,L,4
7,Outside,116
7,G,9
7,E,26
7,F,14
7,IM2,3
7,N,8
7,H,8
7,C,6
7,D,19
7,GH,3
7,IM1,14
7,B,6
7,J,4
7,K,6
7,M,0
7,A,0
8,L,4
8,Outside,133
8,G,9
8,E,25
8,F,9
8,IM2,6
8,N,8
8,H,9
8,C,11
8,D,11
8,GH,3
8,IM1,8
8,B,4
8,J,4
8,K,4
8,M,1
8,A,0
9,L,4
9,Outside,138
9,G,5
9,E,19
9,F,6
9,IM2,7
9,N,8
9,H,10
9,C,4
9,D,13
9,GH,5
9,IM1,15
9,B,6
9,J,4
9,K,8
9,M,1
9,A,0
10,L,4
10,Outside,114
10,G,9
10,E,26
10,F,8
10,IM2,3
10,N,6
10,H,7
10,C,5
10,D,20
10,GH,7
10,IM1,18
10,B,5
10,J,4
10,K,7
10,M,2
10,A,0
11,L,6
11,Outside,117
11,G,4
11,E,26
11,F,5
11,IM2,7
11,N,6
11,H,7
11,C,6
11,D,15
11,GH,6
11,IM1,12
11,B,5
11,J,2
11,K,9
11,M,2
11,A,0
12,L,4
12,Outside,123
12,G,10
12,E,22
12,F,9
12,IM2,3
12,N,7
12,H,10
12,C,6
12,D,11
12,GH,3
12,IM1,13
12,B,6
12,J,4
12,K,4
12,M,2
12,A,1
13,L,4
13,Outside,103
13,G,8
13,E,30
13,F,14
13,IM2,8
13,N,6
13,H,6
13,C,6
13,D,19
13,GH,6
13,IM1,12
13,B,6
13,J,2
13,K,3
13,M,3
13,A,0
14,L,4
14,Outside,135
14,G,7
14,E,24
14,F,9
14,IM2,7
14,N,7
14,H,11
14,C,6
14,D,5
14,GH,4
14,IM1,12
14,B,9
14,J,1
14,K,3
14,M,2
14,A,0
15,L,4
15,Outside,82
15,G,10
15,E,26
15,F,12
15,IM2,7
15,N,7
15,H,13
15,C,6
15,D,28
15,GH,3
15,IM1,9
15,B,8
15,J,7
15,K,6
15,M,1
15,A,0
16,L,5
16,Outside,139
16,G,13
16,E,16
16,F,9
16,IM2,7
16,N,6
16,H,5
16,C,5
16,D,9
16,GH,6
16,IM1,15
16,B,11
16,J,2
16,K,3
16,M,2
16,A,0
17,L,4
17,Outside,124
17,G,14
17,E,23
17,F,10
17,IM2,8
17,N,5
17,H,7
17,C,5
17,D,12
17,GH,4
17,IM1,12
17,B,7
17,J,4
17,K,3
17,M,2
17,A,0
18,L,4
18,Outside,144
18,G,9
18,E,21
18,F,13
18,IM2,5
18,N,6
18,H,7
18,C,5
18,D,12
18,GH,1
18,IM1,7
18,B,6
18,J,1
18,K,4
18,M,2
18,A,0
19,L,5
19,Outside,142
19,G,8
19,E,25
19,F,11
19,IM2,5
19,N,6
19,H,7
19,C,4
19,D,15
19,GH,8
19,IM1,2
19,B,9
19,J,4
19,K,2
19,M,3
19,A,0
20,L,4
20,Outside,142
20,G,14
20,E,10
20,F,6
20,IM2,3
20,N,7
20,H,6
20,C,5
20,D,14
20,GH,7
20,IM1,10
20,B,8
20,J,3
20,K,3
20,M,3
20,A,0
21,L,5
21,Outside,130
21,G,12
21,E,16
21,F,13
21,IM2,4
21,N,6
21,H,12
21,C,5
21,D,11
21,GH,4
21,IM1,13
21,B,7
21,J,5
21,K,4
21,M,1
21,A,0
22,L,5
22,Outside,118
22,G,10
22,E,18
22,F,11
22,IM2,3
22,N,5
22,H,14
22,C,9
22,D,14
22,GH,4
22,IM1,13
22,B,4
22,J,6
22,K,5
22,M,3
22,A,1
23,L,5
23,Outside,125
23,G,12
23,E,24
23,F,18
23,IM2,5
23,N,0
23,H,12
23,C,4
23,D,18
23,GH,2
23,IM1,10
23,B,5
23,J,2
23,K,7
23,M,6
23,A,0
24,L,5
24,Outside,125
24,G,5
24,E,19
24,F,14
24,IM2,3
24,N,5
24,H,14
24,C,7
24,D,15
24,GH,3
24,IM1,15
24,B,4
24,J,5
24,K,8
24,M,2
24,A,0
25,L,4
25,Outside,98
25,G,7
25,E,25
25,F,7
25,IM2,4
25,N,7
25,H,10
25,C,6
25,D,23
25,GH,5
25,IM1,10
25,B,4
25,J,4
25,K,8
25,M,1
25,A,0
26,L,4
26,Outside,133
26,G,10
26,E,14
26,F,7
26,IM2,1
26,N,7
26,H,12
26,C,6
26,D,15
26,GH,5
26,IM1,7
26,B,4
26,J,3
26,K,7
26,M,1
26,A,0
27,L,6
27,Outside,122
27,G,12
27,E,11
27,F,7
27,IM2,1
27,N,6
27,H,12
27,C,5
27,D,14
27,GH,8
27,IM1,11
27,B,4
27,J,2
27,K,4
27,M,2
27,A,0
28,L,5
28,Outside,132
28,G,8
28,E,22
28,F,13
28,IM2,2
28,N,8
28,H,12
28,C,8
28,D,15
28,GH,3
28,IM1,6
28,B,4
28,J,5
28,K,7
28,M,1
28,A,0
29,L,4
29,Outside,139
29,G,14
29,E,12
29,F,13
29,IM2,3
29,N,7
29,H,7
29,C,5
29,D,17
29,GH,6
29,IM1,9
29,B,5
29,J,2
29,K,2
29,M,2
29,A,0
30,L,5
30,Outside,118
30,G,14
30,E,20
30,F,13
30,IM2,5
30,N,7
30,H,11
30,C,5
30,D,18
30,GH,6
30,IM1,14
30,B,6
30,J,3
30,K,3
30,M,1
30,A,0
31,L,4
31,Outside,147
31,G,8
31,E,11
31,F,7
31,IM2,9
31,N,7
31,H,5
31,C,6
31,D,10
31,GH,5
31,IM1,12
31,B,6
31,J,2
31,K,5
31,M,1
31,A,0
32,L,4
32,Outside,123
32,G,5
32,E,23
32,F,18
32,IM2,5
32,N,6
32,H,8
32,C,4
32,D,17
32,GH,4
32,IM1,15
32,B,7
32,J,4
32,K,5
32,M,2
32,A,0
33,L,5
33,Outside,112
33,G,11
33,E,16
33,F,17
33,IM2,2
33,N,8
33,H,5
33,C,7
33,D,21
33,GH,2
33,IM1,18
33,B,3
33,J,3
33,K,7
33,M,1
33,A,0
34,L,5
34,Outside,123
34,G,6
34,E,15
34,F,19
34,IM2,4
34,N,4
34,H,6
34,C,7
34,D,17
34,GH,4
34,IM1,16
34,B,5
34,J,4
34,K,7
34,M,2
34,A,0
35,L,2
35,Outside,130
35,G,12
35,E,16
35,F,15
35,IM2,6
35,N,4
35,H,8
35,C,4
35,D,15
35,GH,6
35,IM1,15
35,B,5
35,J,2
35,K,5
35,M,3
35,A,0
36,L,5
36,Outside,147
36,G,9
36,E,16
36,F,16
36,IM2,3
36,N,5
36,H,7
36,C,7
36,D,10
36,GH,8
36,IM1,13
36,B,6
36,J,1
36,K,5
36,M,0
36,A,0
37,L,4
37,Outside,119
37,G,8
37,E,35
37,F,20
37,IM2,2
37,N,2
37,H,5
37,C,7
37,D,25
37,GH,5
37,IM1,11
37,B,4
37,J,3
37,K,6
37,M,5
37,A,1
38,L,4
38,Outside,150
38,G,12
38,E,20
38,F,10
38,IM2,3
38,N,4
38,H,5
38,C,8
38,D,13
38,GH,4
38,IM1,9
38,B,3
38,J,2
38,K,3
38,M,4
38,A,0
39,L,7
39,Outside,142
39,G,10
39,E,15
39,F,11
39,IM2,4
39,N,3
39,H,10
39,C,4
39,D,19
39,GH,4
39,IM1,11
39,B,7
39,J,3
39,K,3
39,M,5
39,A,0
40,L,5
40,Outside,151
40,G,12
40,E,15
40,F,13
40,IM2,6
40,N,4
40,H,4
40,C,4
40,D,16
40,GH,4
40,IM1,8
40,B,8
40,J,4
40,K,4
40,M,1
40,A,0
41,L,5
41,Outside,125
41,G,8
41,E,31
41,F,14
41,IM2,6
41,N,2
41,H,5
41,C,6
41,D,22
41,GH,10
41,IM1,8
41,B,6
41,J,3
41,K,5
41,M,4
41,A,0
42,L,4
42,Outside,170
42,G,9
42,E,18
42,F,11
42,IM2,6
42,N,2
42,H,4
42,C,6
42,D,15
42,GH,6
42,IM1,4
42,B,7
42,J,3
42,K,6
42,M,4
42,A,0
43,L,4
43,Outside,108
43,G,14
43,E,21
43,F,14
43,IM2,5
43,N,5
43,H,4
43,C,8
43,D,43
43,GH,7
43,IM1,12
43,B,7
43,J,3
43,K,3
43,M,2
43,A,0
44,L,6
44,Outside,149
44,G,8
44,E,14
44,F,6
44,IM2,11
44,N,6
44,H,7
44,C,5
44,D,17
44,GH,2
44,IM1,12
44,B,7
44,J,3
44,K,6
44,M,1
44,A,0
45,L,5
45,Outside,133
45,G,12
45,E,19
45,F,13
45,IM2,8
45,N,6
45,H,7
45,C,4
45,D,19
45,GH,5
45,IM1,10
45,B,7
45,J,3
45,K,5
45,M,2
45,A,1
46,L,6
46,Outside,142
46,G,11
46,E,17
46,F,17
46,IM2,7
46,N,5
46,H,2
46,C,6
46,D,29
46,GH,2
46,IM1,8
46,B,4
46,J,3
46,K,2
46,M,2
46,A,1
47,L,5
47,Outside,153
47,G,12
47,E,20
47,F,9
47,IM2,6
47,N,6
47,H,8
47,C,8
47,D,14
47,GH,2
47,IM1,13
47,B,4
47,J,2
47,K,3
47,M,2
47,A,0
48,L,4
48,Outside,147
48,G,11
48,E,18
48,F,12
48,IM2,6
48,N,6
48,H,6
48,C,7
48,D,21
48,GH,3
48,IM1,7
48,B,5
48,J,2
48,K,3
48,M,2
48,A,0
49,L,7
49,Outside,131
49,G,18
49,E,25
49,F,13
49,IM2,8
49,N,6
49,H,5
49,C,9
49,D,12
49,GH,4
49,IM1,7
49,B,4
49,J,1
49,K,3
49,M,1
49,A,0
50,L,4
50,Outside,165
50,G,14
50,E,10
50,F,6
50,IM2,4
50,N,6
50,H,3
50,C,7
50,D,16
50,GH,4
50,IM1,13
50,B,4
50,J,4
50,K,3
50,M,1
50,A,0
51,L,4
51,Outside,116
51,G,10
51,E,31
51,F,9
51,IM2,6
51,N,6
51,H,4
51,C,8
51,D,23
51,GH,6
51,IM1,16
51,B,5
51,J,6
51,K,4
51,M,1
51,A,1
52,L,5
52,Outside,128
52,G,13
52,E,22
52,F,12
52,IM2,6
52,N,5
52,H,7
52,C,8
52,D,25
52,GH,6
52,IM1,13
52,B,6
52,J,3
52,K,3
52,M,1
52,A,0
53,L,6
53,Outside,117
53,G,14
53,E,16
53,F,14
53,IM2,5
53,N,5
53,H,6
53,C,8
53,D,19
53,GH,5
53,IM1,9
53,B,5
53,J,3
53,K,4
53,M,1
53,A,0
54,L,4
54,Outside,134
54,G,9
54,E,20
54,F,15
54,IM2,4
54,N,5
54,H,6
54,C,9
54,D,13
54,GH,3
54,IM1,11
54,B,5
54,J,5
54,K,6
54,M,1
54,A,1
55,L,7
55,Outside,126
55,G,9
55,E,25
55,F,12
55,IM2,3
55,N,6
55,H,7
55,C,6
55,D,14
55,GH,6
55,IM1,8
55,B,6
55,J,4
55,K,4
55,M,2
55,A,0
56,L,5
56,Outside,150
56,G,5
56,E,15
56,F,16
56,IM2,4
56,N,5
56,H,6
56,C,5
56,D,12
56,GH,7
56,IM1,10
56,B,5
56,J,3
56,K,5
56,M,1
56,A,1
57,L,5
57,Outside,111
57,G,16
57,E,20
57,F,22
57,IM2,0
57,N,5
57,H,8
57,C,9
57,D,18
57,GH,7
57,IM1,17
57,B,5
57,J,3
57,K,4
57,M,1
57,A,0
58,L,4
58,Outside,121
58,G,8
58,E,16
58,F,18
58,IM2,5
58,N,6
58,H,8
58,C,8
58,D,22
58,GH,14
58,IM1,13
58,B,6
58,J,4
58,K,6
58,M,1
58,A,0
59,L,5
59,Outside,111
59,G,10
59,E,13
59,F,16
59,IM2,5
59,N,7
59,H,11
59,C,11
59,D,20
59,GH,5
59,IM1,12
59,B,8
59,J,6
59,K,6
59,M,3
59,A,0
60,L,5
60,Outside,132
60,G,9
60,E,16
60,F,18
60,IM2,5
60,N,7
60,H,8
60,C,6
60,D,22
60,GH,9
60,IM1,13
60,B,9
60,J,3
60,K,4
60,M,2
60,A,0
61,L,5
61,Outside,139
61,G,7
61,E,21
61,F,18
61,IM2,6
61,N,6
61,H,7
61,C,9
61,D,12
61,GH,5
61,IM1,5
61,B,4
61,J,5
61,K,6
61,M,1
61,A,0
62,L,5
62,Outside,114
62,G,16
62,E,20
62,F,15
62,IM2,5
62,N,6
62,H,9
62,C,6
62,D,28
62,GH,3
62,IM1,9
62,B,4
62,J,3
62,K,6
62,M,2
62,A,0
63,L,5
63,Outside,138
63,G,13
63,E,22
63,F,12
63,IM2,3
63,N,8
63,H,7
63,C,9
63,D,15
63,GH,5
63,IM1,9
63,B,4
63,J,9
63,K,4
63,M,1
63,A,0
64,L,5
64,Outside,117
64,G,10
64,E,22
64,F,8
64,IM2,5
64,N,6
64,H,11
64,C,8
64,D,18
64,GH,8
64,IM1,10
64,B,5
64,J,9
64,K,3
64,M,2
64,A,0
65,L,4
65,Outside,126
65,G,9
65,E,18
65,F,13
65,IM2,3
65,N,6
65,H,17
65,C,7
65,D,11
65,GH,4
65,IM1,11
65,B,3
65,J,3
65,K,3
65,M,1
65,A,0
66,L,4
66,Outside,118
66,G,9
66,E,22
66,F,15
66,IM2,4
66,N,6
66,H,8
66,C,10
66,D,25
66,GH,1
66,IM1,6
66,B,5
66,J,5
66,K,5
66,M,0
66,A,0
67,L,6
67,Outside,137
67,G,9
67,E,16
67,F,18
67,IM2,7
67,N,7
67,H,9
67,C,7
67,D,20
67,GH,3
67,IM1,10
67,B,6
67,J,3
67,K,3
67,M,2
67,A,0
68,L,9
68,Outside,133
68,G,9
68,E,22
68,F,16
68,IM2,7
68,N,7
68,H,13
68,C,5
68,D,21
68,GH,4
68,IM1,10
68,B,4
68,J,7
68,K,1
68,M,2
68,A,0
69,L,5
69,Outside,148
69,G,6
69,E,21
69,F,17
69,IM2,5
69,N,8
69,H,9
69,C,4
69,D,13
69,GH,3
69,IM1,9
69,B,4
69,J,7
69,K,5
69,M,3
69,A,0
70,L,4
70,Outside,127
70,G,5
70,E,27
70,F,7
70,IM2,2
70,N,0
70,H,9
70,C,6
70,D,20
70,GH,8
70,IM1,13
70,B,7
70,J,4
70,K,4
70,M,4
70,A,0
71,L,4
71,Outside,136
71,G,7
71,E,13
71,F,12
71,IM2,7
71,N,7
71,H,7
71,C,7
71,D,15
71,GH,11
71,IM1,10
71,B,4
71,J,4
71,K,4
71,M,3
71,A,0
72,L,5
72,Outside,123
72,G,7
72,E,11
72,F,17
72,IM2,4
72,N,7
72,H,5
72,C,10
72,D,17
72,GH,10
72,IM1,5
72,B,3
72,J,5
