time_index,area,num_people
1,Outside,81
1,H,6
1,C,13
1,GH,4
1,IM2,3
1,IM1,11
1,J,2
1,G,3
1,E,4
1,K,4
1,F,4
1,L,3
1,M,1
1,N,3
1,D,2
1,B,0
1,A,0
2,Outside,71
2,H,6
2,C,11
2,GH,5
2,IM2,0
2,IM1,14
2,J,3
2,G,3
2,E,5
2,K,9
2,F,5
2,L,0
2,M,0
2,N,4
2,D,9
2,B,2
2,A,0
3,Outside,70
3,H,6
3,C,10
3,GH,6
3,IM2,0
3,IM1,16
3,J,2
3,G,4
3,E,4
3,K,5
3,F,8
3,L,2
3,M,0
3,N,3
3,D,5
3,B,0
3,A,0
4,Outside,66
4,H,7
4,C,12
4,GH,4
4,IM2,0
4,IM1,13
4,J,1
4,G,5
4,E,5
4,K,8
4,F,2
4,L,1
4,M,0
4,N,3
4,D,7
4,B,1
4,A,0
5,Outside,66
5,H,7
5,C,10
5,GH,4
5,IM2,0
5,IM1,14
5,J,1
5,G,7
5,E,3
5,K,6
5,F,6
5,L,1
5,M,0
5,N,3
5,D,6
5,B,2
5,A,0
6,Outside,72
6,H,4
6,C,10
6,GH,4
6,IM2,1
6,IM1,12
6,J,2
6,G,7
6,E,6
6,K,3
6,F,3
6,L,2
6,M,1
6,N,3
6,D,1
6,B,1
6,A,0
7,Outside,66
7,H,6
7,C,7
7,GH,6
7,IM2,2
7,IM1,14
7,J,1
7,G,3
7,E,7
7,K,7
7,F,3
7,L,1
7,M,0
7,N,3
7,D,3
7,B,1
7,A,0
8,Outside,61
8,H,9
8,C,7
8,GH,5
8,IM2,1
8,IM1,20
8,J,0
8,G,1
8,E,5
8,K,5
8,F,3
8,L,1
8,M,0
8,N,3
8,D,9
8,B,2
8,A,0
9,Outside,51
9,H,13
9,C,10
9,GH,6
9,IM2,2
9,IM1,14
9,J,3
9,G,4
9,E,5
9,K,4
9,F,9
9,L,2
9,M,0
9,N,2
9,D,13
9,B,2
9,A,0
10,Outside,63
