time_index,area,num_people
1,L,2
1,Outside,65
1,H,15
1,M,1
1,K,1
1,G,15
1,J,4
1,B,3
1,N,3
1,IM1,8
1,GH,12
1,C,3
1,F,13
1,IM2,5
1,E,8
1,D,6
1,A,0
2,L,2
2,Outside,71
2,H,13
2,M,1
2,K,1
2,G,14
2,J,3
2,B,4
2,N,4
2,IM1,16
2,GH,7
2,C,3
2,F,5
2,IM2,9
2,E,5
2,D,7
2,A,0
3,L,2
3,Outside,70
3,H,17
3,M,1
3,K,2
3,G,8
3,J,0
3,B,5
3,N,3
3,IM1,11
3,GH,10
3,C,2
3,F,8
3,IM2,8
3,E,6
3,D,8
3,A,0
4,L,2
4,Outside,64
4,H,15
4,M,1
4,K,3
4,G,14
4,J,3
4,B,6
4,N,3
4,IM1,14
4,GH,15
4,C,2
4,F,2
4,IM2,4
4,E,9
4,D,8
4,A,1
5,L,1
5,Outside,75
5,H,15
5,M,1
5,K,4
5,G,12
5,J,1
5,B,4
5,N,3
5,IM1,15
5,GH,11
5,C,4
5,F,7
5,IM2,2
5,E,7
5,D,5
5,A,0
6,L,1
6,Outside,75
6,H,16
6,M,2
6,K,1
6,G,8
6,J,3
6,B,3
6,N,3
6,IM1,12
6,GH,9
6,C,4
6,F,6
6,IM2,4
6,E,5
6,D,9
6,A,0
7,L,1
7,Outside,68
7,H,12
7,M,1
7,K,0
7,G,10
7,J,4
7,B,4
7,N,4
7,IM1,10
7,GH,13
7,C,3
7,F,8
7,IM2,3
7,E,6
7,D,9
7,A,0
8,L,1
8,Outside,80
8,H,12
8,M,1
8,K,1
8,G,12
8,J,4
8,B,3
8,N,4
8,IM1,12
8,GH,12
8,C,4
8,F,1
8,IM2,3
8,E,8
8,D,9
8,A,0
9,L,1
9,Outside,70
9,H,13
9,M,2
9,K,3
9,G,11
9,J,2
9,B,0
9,N,3
9,IM1,8
9,GH,13
9,C,4
9,F,4
9,IM2,1
9,E,9
9,D,7
9,A,1
10,L,2
10,Outside,71
10,H,14
10,M,1
10,K,2
10,G,7
10,J,3
10,B,2
10,N,3
10,IM1,12
10,GH,8
10,C,4
10,F,7
10,IM2,3
10,E,11
10,D,9
10,A,1
11,L,2
11,Outside,70
11,H,13
11,M,1
11,K,3
11,G,9
11,J,3
11,B,3
11,N,3
11,IM1,11
11,GH,11
11,C,3
11,F,3
11,IM2,6
11,E,10
11,D,10
11,A,0
12,L,2
12,Outside,67
12,H,16
12,M,1
12,K,0
12,G,8
12,J,3
12,B,3
12,N,3
12,IM1,6
12,GH,13
12,C,4
12,F,10
12,IM2,5
12,E,10
12,D,10
12,A,0
13,L,2
13,Outside,70
13,H,10
13,M,1
13,K,2
13,G,12
13,J,3
13,B,5
13,N,3
13,IM1,15
13,GH,10
13,C,4
13,F,5
13,IM2,5
13,E,7
13,D,11
13,A,0
14,L,2
14,Outside,74
14,H,15
14,M,1
14,K,1
14,G,6
14,J,4
14,B,4
14,N,3
14,IM1,13
14,GH,12
14,C,2
14,F,6
14,IM2,3
14,E,8
14,D,12
14,A,0
15,L,2
15,Outside,62
15,H,17
15,M,1
15,K,4
15,G,9
15,J,7
15,B,4
15,N,3
15,IM1,16
15,GH,11
15,C,1
15,F,8
15,IM2,5
15,E,10
15,D,12
15,A,0
16,L,2
16,Outside,77
16,H,10
16,M,1
16,K,4
16,G,7
16,J,9
16,B,4
16,N,3
16,IM1,17
16,GH,15
16,C,5
16,F,6
16,IM2,5
16,E,11
16,D,11
16,A,0
17,L,2
17,Outside,66
17,H,13
17,M,1
17,K,4
17,G,9
17,J,9
17,B,5
17,N,3
17,IM1,10
17,GH,14
17,C,2
17,F,6
17,IM2,3
17,E,12
17,D,17
17,A,0
18,L,2
18,Outside,75
18,H,17
18,M,1
18,K,3
18,G,10
18,J,4
18,B,4
18,N,2
18,IM1,15
18,GH,6
18,C,3
18,F,6
18,IM2,5
18,E,9
18,D,10
18,A,0
19,L,1
19,Outside,73
19,H,8
19,M,1
19,K,5
19,G,13
19,J,3
19,B,3
19,N,2
19,IM1,15
19,GH,10
19,C,4
19,F,6
19,IM2,4
19,E,10
19,D,12
19,A,0
20,L,2
20,Outside,72
20,H,15
20,M,1
20,K,5
20,G,11
20,J,2
20,B,4
20,N,2
20,IM1,12
20,GH,5
20,C,7
20,F,4
20,IM2,5
20,E,17
20,D,10
20,A,0
21,L,1
21,Outside,73
21,H,12
21,M,0
21,K,5
21,G,16
21,J,1
21,B,3
21,N,2
21,IM1,3
21,GH,6
21,C,3
21,F,5
21,IM2,7
21,E,15
21,D,10
21,A,0
22,L,2
22,Outside,61
22,H,18
22,M,1
22,K,3
22,G,14
22,J,2
22,B,3
22,N,3
22,IM1,4
22,GH,12
22,C,7
22,F,9
22,IM2,5
22,E,13
22,D,13
22,A,1
23,L,3
23,Outside,78
23,H,13
23,M,1
23,K,3
23,G,13
23,J,5
23,B,3
23,N,2
23,IM1,4
23,GH,13
23,C,5
23,F,8
23,IM2,5
23,E,10
23,D,11
23,A,0
24,L,2
24,Outside,79
24,H,11
24,M,0
24,K,3
24,G,11
24,J,5
24,B,5
24,N,3
24,IM1,5
24,GH,17
24,C,5
24,F,8
24,IM2,6
24,E,10
24,D,9
24,A,0
25,L,2
25,Outside,71
25,H,15
25,M,2
25,K,4
25,G,12
25,J,2
25,B,6
25,N,3
25,IM1,9
25,GH,12
25,C,3
25,F,17
25,IM2,8
25,E,8
25,D,12
25,A,1
26,L,1
26,Outside,77
26,H,17
26,M,1
26,K,4
26,G,15
26,J,2
26,B,4
26,N,3
26,IM1,7
26,GH,9
26,C,4
26,F,10
26,IM2,7
26,E,6
26,D,10
26,A,0
27,L,4
27,Outside,82
27,H,14
27,M,1
27,K,2
27,G,11
27,J,1
27,B,3
27,N,3
27,IM1,6
27,GH,15
27,C,3
27,F,14
27,IM2,4
27,E,6
27,D,8
27,A,1
28,L,2
28,Outside,71
28,H,18
28,M,1
28,K,2
28,G,17
28,J,2
28,B,4
28,N,3
28,IM1,15
28,GH,9
28,C,5
28,F,13
28,IM2,5
28,E,5
28,D,5
28,A,0
29,L,2
29,Outside,77
29,H,13
29,M,1
29,K,2
29,G,10
29,J,5
29,B,5
29,N,3
29,IM1,5
29,GH,15
29,C,1
29,F,9
29,IM2,7
29,E,10
29,D,8
29,A,0
30,L,1
30,Outside,78
30,H,15
30,M,2
30,K,4
30,G,9
30,J,2
30,B,4
30,N,3
30,IM1,13
30,GH,9
30,C,3
30,F,6
30,IM2,7
30,E,6
30,D,6
30,A,0
31,L,2
31,Outside,57
31,H,14
31,M,1
31,K,2
31,G,10
31,J,1
31,B,3
31,N,2
31,IM1,14
31,GH,6
31,C,2
31,F,16
31,IM2,6
31,E,8
31,D,9
31,A,0
32,L,1
32,Outside,71
32,H,20
32,M,1
32,K,5
32,G,13
32,J,2
32,B,5
32,N,2
32,IM1,11
32,GH,4
32,C,2
32,F,8
32,IM2,5
32,E,9
32,D,7
32,A,0
33,L,3
33,Outside,61
33,H,14
33,M,2
33,K,4
33,G,11
33,J,1
33,B,4
33,N,3
33,IM1,8
33,GH,5
33,C,5
33,F,12
33,IM2,9
33,E,14
33,D,8
33,A,0
34,L,3
34,Outside,74
34,H,8
34,M,1
34,K,1
34,G,8
34,J,3
34,B,5
34,N,3
34,IM1,7
34,GH,15
34,C,4
34,F,5
34,IM2,1
34,E,14
34,D,9
34,A,0
35,L,1
35,Outside,75
35,H,12
35,M,1
35,K,3
35,G,14
35,J,1
35,B,5
35,N,4
35,IM1,6
35,GH,11
35,C,5
35,F,3
35,IM2,4
35,E,8
35,D,12
35,A,0
36,L,3
36,Outside,67
36,H,12
36,M,1
36,K,3
36,G,13
36,J,3
36,B,5
36,N,3
36,IM1,9
36,GH,8
36,C,4
36,F,5
36,IM2,4
36,E,7
36,D,9
36,A,0
37,L,2
37,Outside,67
37,H,14
37,M,2
37,K,2
37,G,17
37,J,6
37,B,4
37,N,4
37,IM1,7
37,GH,6
37,C,4
37,F,8
37,IM2,2
37,E,6
37,D,9
37,A,0
38,L,1
38,Outside,70
38,H,8
38,M,1
38,K,1
38,G,12
38,J,6
38,B,4
38,N,2
38,IM1,7
38,GH,7
38,C,4
38,F,6
38,IM2,2
38,E,8
38,D,10
38,A,0
39,L,2
39,Outside,78
39,H,8
39,M,1
39,K,2
39,G,11
39,J,3
39,B,4
39,N,2
39,IM1,11
39,GH,8
39,C,3
39,F,6
39,IM2,3
39,E,10
39,D,7
39,A,0
40,L,2
40,Outside,61
40,H,15
40,M,1
40,K,4
40,G,13
40,J,3
40,B,7
40,N,3
40,IM1,16
40,GH,7
40,C,2
40,F,2
40,IM2,2
40,E,10
40,D,8
40,A,0
41,L,2
41,Outside,82
41,H,10
41,M,1
41,K,3
41,G,6
41,J,2
41,B,5
41,N,1
41,IM1,12
41,GH,12
41,C,3
41,F,6
41,IM2,6
41,E,4
41,D,11
41,A,0
42,L,1
42,Outside,70
42,H,10
42,M,2
42,K,6
42,G,9
42,J,3
42,B,6
42,N,1
42,IM1,16
42,GH,12
42,C,3
42,F,9
42,IM2,5
42,E,7
42,D,9
42,A,0
43,L,1
43,Outside,64
43,H,14
43,M,2
43,K,4
43,G,13
43,J,3
43,B,6
43,N,3
43,IM1,10
43,GH,9
43,C,2
43,F,8
43,IM2,7
43,E,7
43,D,10
43,A,0
44,L,1
44,Outside,67
44,H,12
44,M,2
44,K,4
44,G,12
44,J,1
44,B,5
44,N,2
44,IM1,11
44,GH,13
44,C,2
44,F,8
44,IM2,3
44,E,11
44,D,8
44,A,0
45,L,1
45,Outside,78
45,H,14
45,M,1
45,K,4
45,G,9
45,J,1
45,B,6
45,N,3
45,IM1,13
45,GH,13
45,C,2
45,F,9
45,IM2,4
45,E,9
45,D,8
45,A,0
46,L,1
46,Outside,69
46,H,17
46,M,1
46,K,7
46,G,12
46,J,3
46,B,9
46,N,4
46,IM1,17
46,GH,9
46,C,3
46,F,8
46,IM2,4
46,E,7
46,D,9
46,A,1
47,L,2
47,Outside,80
47,H,9
47,M,1
47,K,4
47,G,12
47,J,1
47,B,8
47,N,4
47,IM1,11
47,GH,9
47,C,2
47,F,10
47,IM2,5
47,E,15
47,D,10
47,A,0
48,L,0
48,Outside,79
48,H,16
48,M,1
48,K,6
48,G,12
48,J,1
48,B,7
48,N,3
48,IM1,13
48,GH,10
48,C,1
48,F,10
48,IM2,2
48,E,8
48,D,11
48,A,0
49,L,1
49,Outside,77
49,H,11
49,M,1
49,K,4
49,G,16
49,J,0
49,B,11
49,N,4
49,IM1,11
49,GH,15
49,C,1
49,F,10
49,IM2,5
49,E,9
49,D,11
49,A,0
50,L,3
50,Outside,78
50,H,11
50,M,1
50,K,3
50,G,14
50,J,2
50,B,8
50,N,4
50,IM1,12
50,GH,8
50,C,2
50,F,15
50,IM2,3
50,E,11
50,D,10
50,A,0
51,L,1
51,Outside,98
51,H,12
51,M,1
51,K,3
51,G,9
51,J,2
51,B,8
51,N,4
51,IM1,14
51,GH,13
51,C,3
51,F,8
51,IM2,3
51,E,9
51,D,5
51,A,0
52,L,3
52,Outside,82
52,H,13
52,M,1
52,K,3
52,G,12
52,J,2
52,B,8
52,N,4
52,IM1,6
52,GH,16
52,C,3
52,F,8
52,IM2,2
52,E,9
52,D,8
52,A,0
53,L,2
53,Outside,85
53,H,14
53,M,1
53,K,5
53,G,11
53,J,3
53,B,6
53,N,4
53,IM1,15
53,GH,4
53,C,5
53,F,9
53,IM2,4
53,E,10
53,D,8
53,A,0
54,L,0
54,Outside,80
54,H,15
54,M,1
54,K,3
54,G,10
54,J,2
54,B,8
54,N,4
54,IM1,15
54,GH,6
54,C,4
54,F,8
54,IM2,4
54,E,12
54,D,7
54,A,0
55,L,1
55,Outside,80
55,H,11
55,M,1
55,K,3
55,G,13
55,J,1
55,B,5
55,N,5
55,IM1,5
55,GH,9
55,C,2
55,F,7
55,IM2,3
55,E,13
55,D,12
55,A,0
56,L,2
56,Outside,76
56,H,18
56,M,1
56,K,2
56,G,10
56,J,3
