time_index,area,num_people
1,F,12
1,GH,5
1,Outside,98
1,H,6
1,J,7
1,E,9
1,C,6
1,K,5
1,L,3
1,G,6
1,IM2,7
1,B,4
1,IM1,9
1,D,8
1,M,1
1,N,1
1,A,0
2,F,12
2,GH,9
2,Outside,100
2,H,8
2,J,5
2,E,12
2,C,5
2,K,5
2,L,3
2,G,7
2,IM2,4
2,B,4
2,IM1,11
2,D,10
2,M,1
2,N,1
2,A,0
3,F,8
3,GH,6
3,Outside,88
3,H,7
3,J,5
3,E,11
3,C,10
3,K,6
3,L,3
3,G,10
3,IM2,4
3,B,3
3,IM1,16
3,D,8
3,M,1
3,N,1
3,A,0
4,F,10
4,GH,6
4,Outside,103
4,H,6
4,J,6
4,E,11
4,C,6
4,K,5
4,L,3
4,G,10
4,IM2,1
4,B,3
4,IM1,1
4,D,9
4,M,1
4,N,1
4,A,0
5,F,15
5,GH,9
5,Outside,92
5,H,9
5,J,4
5,E,8
5,C,6
5,K,4
5,L,3
5,G,5
5,IM2,1
5,B,2
5,IM1,17
5,D,5
5,M,1
5,N,1
5,A,0
6,F,8
6,GH,6
6,Outside,105
6,H,9
6,J,5
6,E,7
6,C,4
6,K,6
6,L,2
6,G,10
6,IM2,1
6,B,1
6,IM1,17
6,D,4
6,M,1
6,N,1
6,A,0
7,F,13
7,GH,6
7,Outside,94
7,H,8
7,J,4
7,E,7
7,C,4
7,K,4
7,L,3
7,G,10
7,IM2,3
7,B,1
7,IM1,17
7,D,6
7,M,2
7,N,1
7,A,0
8,F,6
8,GH,11
8,Outside,97
8,H,8
8,J,5
8,E,12
8,C,5
8,K,4
8,L,3
8,G,5
8,IM2,3
8,B,3
8,IM1,14
8,D,7
8,M,0
8,N,1
8,A,0
9,F,17
9,GH,8
9,Outside,85
9,H,8
9,J,5
9,E,10
9,C,3
9,K,2
9,L,3
9,G,6
9,IM2,2
9,B,2
9,IM1,16
9,D,8
9,M,1
9,N,1
9,A,0
10,F,15
10,GH,7
10,Outside,75
10,H,8
10,J,3
10,E,21
10,C,6
10,K,3
10,L,2
10,G,13
10,IM2,3
10,B,2
10,IM1,15
10,D,6
10,M,1
10,N,1
10,A,1
11,F,13
11,GH,5
11,Outside,85
11,H,9
11,J,3
11,E,16
11,C,4
11,K,5
11,L,3
11,G,11
11,IM2,0
11,B,2
11,IM1,17
11,D,6
11,M,1
11,N,0
11,A,0
12,F,12
12,GH,8
12,Outside,81
12,H,9
12,J,5
12,E,19
12,C,2
12,K,7
12,L,2
12,G,6
12,IM2,3
12,B,4
12,IM1,16
12,D,8
12,M,1
12,N,0
12,A,0
13,F,9
13,GH,7
13,Outside,87
13,H,7
13,J,6
13,E,20
13,C,2
13,K,5
13,L,1
13,G,8
13,IM2,0
13,B,3
13,IM1,19
13,D,11
13,M,1
13,N,0
13,A,0
14,F,10
14,GH,6
14,Outside,101
14,H,7
14,J,7
14,E,9
14,C,2
14,K,4
14,L,4
14,G,9
14,IM2,0
14,B,2
14,IM1,19
14,D,8
14,M,0
14,N,0
14,A,0
15,F,14
15,GH,6
15,Outside,96
15,H,8
15,J,5
15,E,8
15,C,6
15,K,2
15,L,3
15,G,7
15,IM2,1
15,B,4
15,IM1,21
15,D,7
15,M,1
15,N,0
15,A,0
16,F,15
16,GH,9
16,Outside,89
16,H,11
16,J,7
16,E,13
16,C,2
16,K,2
16,L,4
16,G,7
16,IM2,0
16,B,2
16,IM1,19
16,D,12
16,M,1
16,N,0
16,A,0
17,F,8
17,GH,8
17,Outside,99
17,H,9
17,J,6
17,E,8
17,C,2
17,K,4
17,L,3
17,G,8
17,IM2,2
17,B,3
17,IM1,21
17,D,7
17,M,2
17,N,0
17,A,0
18,F,9
18,GH,10
18,Outside,103
18,H,6
18,J,6
18,E,12
18,C,5
18,K,4
18,L,3
18,G,7
18,IM2,0
18,B,1
18,IM1,15
18,D,7
18,M,1
18,N,0
18,A,0
19,F,8
19,GH,10
19,Outside,113
19,H,7
19,J,8
19,E,18
19,C,3
19,K,5
19,L,3
19,G,6
19,IM2,2
19,B,3
19,IM1,4
19,D,8
19,M,1
19,N,0
19,A,0
20,F,11
20,GH,6
20,Outside,84
20,H,6
20,J,7
20,E,20
20,C,5
20,K,4
20,L,6
20,G,6
20,IM2,1
20,B,2
20,IM1,16
20,D,10
20,M,0
20,N,1
20,A,0
21,F,9
21,GH,5
21,Outside,99
21,H,6
21,J,9
21,E,14
21,C,3
21,K,4
21,L,2
21,G,7
21,IM2,1
21,B,3
21,IM1,18
21,D,5
21,M,1
21,N,1
21,A,0
22,F,11
22,GH,5
22,Outside,97
22,H,9
22,J,8
22,E,14
22,C,5
22,K,2
22,L,3
22,G,9
22,IM2,3
22,B,6
22,IM1,20
22,D,6
22,M,1
22,N,1
22,A,0
23,F,13
23,GH,8
23,Outside,106
23,H,9
23,J,5
23,E,11
23,C,2
23,K,1
23,L,3
23,G,8
23,IM2,1
23,B,5
23,IM1,27
23,D,6
23,M,1
23,N,1
23,A,0
24,F,19
24,GH,11
24,Outside,74
24,H,9
24,J,7
24,E,26
24,C,4
24,K,1
24,L,2
24,G,7
24,IM2,4
24,B,8
24,IM1,12
24,D,9
24,M,1
24,N,1
24,A,0
25,F,14
25,GH,12
25,Outside,96
25,H,8
25,J,5
25,E,15
25,C,4
25,K,4
25,L,2
25,G,7
25,IM2,0
25,B,3
25,IM1,13
25,D,5
25,M,1
25,N,0
25,A,0
